,author,likes,tags,text
1436,"Haruki Murakami,",3730,"['dreaming', 'dreams']",I dream. Sometimes I think that's the only right thing to do.
1437,Friedrich Wilhelm Nietzsche,3726,"['dance', 'dancing', 'music']",We should consider every day lost on which we have not danced at least once.
1438,"Charlotte Bronte,",3720,['grudges'],Life appears to me too short to be spent in nursing animosity or registering wrongs.
1439,Anais Nin,3720,"['courage', 'life']",Life shrinks or expands in proportion to one's courage.
1440,"Cassandra Clare,",3715,"['cassandra-clare', 'city-of-fallen-angels', 'city-of-glass', 'clary-fray', 'herondale', 'jace-lightwood', 'letter', 'morgenstern', 'mortal-instruments', 'wayland']",Clary
1441,Corrie ten Boom,3712,"['faith', 'future', 'god', 'trust']",Never be afraid to trust an unknown future to a known God.
1442,"Pablo Neruda,",3711,"['love', 'sadness']",Tonight I can write the saddest line
1443,William Arthur Ward,3711,['realist'],The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.
1444,John Cheever,3710,['3710 likes'],"I've been homesick for countries I've never been, and longed to be where I couldn't be."
1445,Rumi,3710,['joy'],"When you do things from your soul, you feel a river moving in you, a joy."
1446,George Carlin,3709,['humor'],"Have you ever noticed that anybody driving slower than you is an idiot, and anyone going faster than you is a maniac?"
1447,Marilyn Monroe,3705,"['feelings', 'not-alone']",It's often just enough to be with someone. I don't need to touch them. Not even talk. A feeling passes between you both. You're not alone.
1448,Simon and Garfunkel,3705,"['happiness', 'life']",I've got nothing to do today but smile.
1449,Washington Irving,3703,['3703 likes'],"There is a sacredness in tears....They are the messengers of overwhelming grief, of deep contrition and of unspeakable love."
1450,"J.M. Barrie,",3703,['wisdom'],I'm not young enough to know everything.
1451,"J.K. Rowling,",3701,"['dursley', 'harry-potter', 'humor', 'news', 'sarcasm']",Why were you lurking under our window?
1452,"Kristin Cashore,",3697,['humor'],"I'm not going to wear a red dress,"" she said"
1453,Franz Kafka,3695,['books'],A book must be the axe for the frozen sea within us.
1454,Milan Kundera,3692,['love'],You can't measure the mutual affection of two human beings by the number of words they exchange.
1455,A.A. Milne,3690,"['love', 'piglet', 'pooh-bear', 'winnie-the-pooh']","How do you spell 'love'?"" - Pigle"
1456,"Cassandra Clare,",3686,"['clockwork-prince', 'tessa-gray', 'will-herondale']","They’re not hideous,” said Tessa"
1457,W. Somerset Maugham,3684,['writing'],"There are three rules for writing a novel. Unfortunately, no one knows what they are."
1458,"Antoine de Saint-Exupéry,",3683,"['caring', 'inspirational', 'love', 'roses', 'time']",It is the time you have wasted for your rose that makes your rose so important.
1459,"Julian Barnes,",3681,"['books', 'life']",Books say: She did this because. Life says: She did this. Books are where things are explained to you; life is where things aren't. I'm not surprised some people prefer books.
1460,A.A. Milne,3680,['3680 likes'],"Sometimes,' said Pooh, 'the smallest things take up the most room in your heart."
1461,George Bernard Shaw,3678,"['kill', 'laughter', 'misattributed-oscar-wilde', 'truth']","If you want to tell people the truth, make them laugh, otherwise they'll kill you."
1462,Pablo Neruda,3677,"['beauty', 'inner-beauty', 'love', 'passion']",As if you were on fire from within
1463,"J.K. Rowling,",3677,['truth-lies'],It is my belief... that the truth is generally preferable to lies.
1464,Mae West,3675,"['chivalry', 'men', 'protection', 'relationships', 'women']",Every man I meet wants to protect me. I can't figure out what from.
1465,Mark Twain,3671,['clothing'],Clothes make the man. Naked people have little or no influence on society.
1466,"Suzanne Collins,",3667,"['hunger-games', 'katniss-everdeen', 'love', 'peeta-mellark', 'smile', 'suzanne-collins']",And then he gives me a smile that just seems so genuinely sweet with just the right touch of shyness that unexpected warmth rushes through me.
1467,"Jonathan Safran Foer,",3665,"['close', 'extremely', 'foer', 'incredibly', 'jonathan', 'living', 'loud', 'safran']",I regret that it takes a life to learn how to live.
1468,"Stephen Chbosky,",3656,"['music', 'songs']","And I thought about how many people have loved those songs. And how many people got through a lot of bad times because of those songs. And how many people enjoyed good times with those songs. And how much those songs really mean. I think it would be great to have written one of those songs. I bet if I wrote one of them, I would be very proud. I hope the people who wrote those songs are happy. I hope they feel it's enough. I really do because they've made me happy. And I'm only one person."
1469,Ralph Waldo Emerson,3655,['3655 likes'],What you do speaks so loudly that I cannot hear what you say.
1470,"Veronica Roth,",3654,['3654 likes'],We both have war inside us. Sometimes it keeps us alive. Sometimes it threatens to destroy us.
1471,Emily Dickinson,3654,['life'],That it will never come again is what makes life so sweet.
1472,Marilyn Monroe,3653,"['animals', 'dogs']",Dogs never bite me. Just humans.
1473,"J.K. Rowling,",3653,['inspirational'],"It was, he thought, the difference between being dragged into the arena to face a battle to the death and walking into the arena with your head held high. Some people, perhaps, would say that there was little to choose between the two ways, but Dumbledore knew - and so do I, thought Harry, with a rush of fierce pride, and so did my parents - that there was all the difference in the world."
1474,"Sarah J. Maas,",3648,"['reading', 'survival']",No. I can survive well enough on my own— if given the proper reading material.
1475,Voltaire,3647,['inspirational'],"‎Life is a shipwreck, but we must not forget to sing in the lifeboats."
1476,"Fitzgerald F. Scott,",3647,['philosophy'],"I was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life."
1477,"Bram Stoker,",3645,"['darkness', 'light', 'mina', 'van-helsing']","There are darknesses in life and there are lights, and you are one of the lights, the light of all lights."
1478,"Cassandra Clare,",3644,"['clary-fray', 'jace-wayland', 'pijamas', 'sarcasm']","Don't tell me,"" Jace said, ""Simon's turned himself into an ocelot and you want me to do something about it before Isabelle makes him into a stole. Well, you'll have have to wait till tomorrow. I'm out of commission."" He pointed at himself - he was wearing blue pajamas with a hole in the sleeve. ""Look. Jammies."
1479,"Jon Krakauer,",3644,"['family', 'happiness', 'inspirational', 'love', 'marriage']",Happiness [is] only real when shared
1480,"Lilith Saintcrow,",3643,"['girls', 'inspirational', 'pretty', 'strength', 'women']",Better to be strong than pretty and useless.
1481,Ray Bradbury,3643,['3643 likes'],"We are cups, constantly and quietly being filled. The trick is, knowing how to tip ourselves over and let the beautiful stuff out."
1482,Albert Einstein,3641,"['adaptation', 'flexibility', 'intelligence', 'open-mindedness', 'wisdom']",The measure of intelligence is the ability to change.
1483,"Albert Camus,",3639,['romance'],You know what charm is: a way of getting the answer yes without having asked any clear question.
1484,Arthur C. Clarke,3638,"['extraterrestrials', 'humor', 'intelligent-life', 'life', 'science', 'universe']",I'm sure the universe is full of intelligent life. It's just been too intelligent to come here.
1485,Albert Einstein,3637,"['intelligence', 'learning', 'wisdom']",It is not that I'm so smart. But I stay with the questions much longer.
1486,Plato,3635,"['darkness', 'dishonesty', 'fear', 'light', 'willful-ignorance']",We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.
1487,"Veronica Roth,",3634,['3634 likes'],"Cruelty does not make a person dishonest, the same way bravery does not make a person kind."
1488,"J.K. Rowling,",3634,"['books', 'christmas', 'deathly-hallows', 'desire', 'family', 'joke', 'socks']","One can never have enough socks,"" said Dumbledore. ""Another Christmas has come and gone and I didn't get a single pair. People will insist on giving me books."
1489,"Johann Wolfgang von Goethe,",3629,"['art', 'good-life', 'music', 'poetry', 'self-improvement']","One ought, every day at least, to hear a little song, read a good poem, see a fine picture, and, if it were possible, to speak a few reasonable words."
1490,John A. Shedd,3628,"['courage', 'inspirational', 'misattributed-grace-hopper', 'misattributed-william-g-t-shedd', 'risk']","A ship is safe in harbor, but that's not what ships are for."
1491,"Haruki Murakami,",3625,['nagasawa'],Don't feel sorry for yourself. Only assholes do that.
1492,Isaac Asimov,3623,['3623 likes'],"In life, unlike chess, the game continues after checkmate."
1493,"Oscar Wilde,",3623,['cynic'],Nowadays people know the price of everything and the value of nothing.
1494,"Mark Twain,",3621,['imagination'],You can't depend on your eyes when your imagination is out of focus.
1495,Robert Frost,3620,['education'],Education is the ability to listen to almost anything without losing your temper or your self-confidence.
1496,John Locke,3618,"['knowledge', 'reading', 'thinking']",Reading furnishes the mind only with materials of knowledge; it is thinking that makes what we read ours.
1497,"John Green,",3617,['3617 likes'],"Much of my life had been devoted to trying not to cry in front of people who loved me, so I knew what Augustus was doing. You clench your teeth. You look up. You tell yourself that if they see you cry, it will hurt them, and you will be nothing but a Sadness in their lives, and you must not become a mere sadness, so you will not cry, and you say all of this to yourself while looking up at the ceiling, and then you swallow even though your throat does not want to close and you look at the person who loves you and smile."
1498,"Nicholas Sparks,",3616,['3616 likes'],"Our story has three parts: a beginning, a middle, and an end. And although this is the way all stories unfold, I still can't believe that ours didn't go on forever."
1499,Pablo Neruda,3616,"['love', 'poetry']","I crave your mouth, your voice, your hair"
1500,"Mo Willems,",3614,"['fairy-tales', 'humor', 'humorous', 'philosophy', 'psychology']","If you ever find yourself in the wrong story, leave."
1501,Franz Kafka,3613,"['books', 'castle', 'self']",Many a book is like a key to unknown chambers within the castle of one’s own self.
1502,Shel Silverstein,3606,"['dreamer', 'imagination', 'liar', 'make-believe', 'poetry', 'wisher', 'wishes']",If you are a dreamer come i
1503,"Ayn Rand,",3601,"['atlas', 'shrugged']","If you don't know, the thing to do is not to get scared, but to learn."
1504,Jean-Paul Sartre,3601,"['loneliness', 'solitude']","If you're lonely when you're alone, you're in bad company."
1505,"J.K. Rowling,",3599,"['humor', 'trees']","Of all the trees we could've hit, we had to get one that hits back."
1506,Émile Zola,3599,"['art', 'calling', 'life']","If you ask me what I came to do in this world, I, an artist, will answer you: I am here to live out loud."
1507,"Jamie McGuire,",3598,['3598 likes'],I knew the second I met yo
1508,Franz Kafka,3593,['franz-kafka'],"I am a cage, in search of a bird."
1509,Jorge Luis Borges,3593,['books'],I cannot sleep unless I am surrounded by books.
1510,Lemony Snicket,3591,['reading-secrets'],All the secrets of the world are contained in books. Read at your own risk.
1511,"Suzanne Collins,",3589,"['katniss', 'peeta']",I realize only one person will be damaged beyond repair if Peeta dies. Me.
1512,Robert Jordan,3586,"['forgiveness', 'men', 'women']","Any fool knows men and women think differently at times, but the biggest difference is this. Men forget, but never forgive; women forgive, but never forget."
1513,"Stephenie Meyer,",3585,"['edward', 'light', 'love', 'reason']","Before you, Bella, my life was like a moonless night. Very dark, but there were stars, points of light and reason. ...And then you shot across my sky like a meteor. Suddenly everything was on fire; there was brilliancy, there was beauty. When you were gone, when the meteor had fallen over the horizon, everything went black. Nothing had changed, but my eyes were blinded by the light. I couldn’t see the stars anymore. And there was no more reason, for anything."
1514,"Ernest Hemingway,",3585,"['infatuation', 'love']",Maybe...you'll fall in love with me all over again.
1515,Soren Kierkegaard,3585,"['faith', 'god', 'prayer']","The function of prayer is not to influence God, but rather to change the nature of the one who prays."
1516,Niels Bohr,3585,['science'],An expert is a person who has made all the mistakes that can be made in a very narrow field.
1517,Bill Watterson,3584,"['calvin-and-hobbes', 'humor']","Sometimes when I'm talking, my words can't keep up with my thoughts. I wonder why we think faster than we speak. Probably so we can think twice."
1518,Saul Bellow,3582,"['book-lovers', 'libraries', 'reading']",People can lose their lives in libraries. They ought to be warned.
1519,"Alan Bennett,",3581,"['books', 'history', 'reading']","The best moments in reading are when you come across something – a thought, a feeling, a way of looking at things – which you had thought special and particular to you. Now here it is, set down by someone else, a person you have never met, someone even who is long dead. And it is as if a hand has come out and taken yours."
1520,"Rick Riordan,",3580,"['annabeth-chase', 'gold', 'humor', 'percy-jackson']","The real story of the Fleece: there were these two children of Zeus, Cadmus and Europa, okay? They were about to get offered up as human sacrifices, when they prayed to Zeus to save them. So Zeus sent this magical flying ram with golden wool, which picked them up in Greece and carried them all the way to Colchis in Asia Minor. Well, actually it carried Cadmus. Europa fell off and died along the way, but that's not important."
1521,"Chuck Palahniuk,",3580,"['believe', 'inspirational']","The unreal is more powerful than the real. Because nothing is as perfect as you can imagine it. Because its only intangible ideas, concepts, beliefs, fantasies that last. Stone crumbles. Wood rots. People, well, they die. But things as fragile as a thought, a dream, a legend, they can go on and on. If you can change the way people think. The way they see themselves. The way they see the world. You can change the way people live their lives. That's the only lasting thing you can create."
1522,"Thomas Merton,",3579,"['friendship', 'love', 'self-discovery', 'trust', 'truth']","The beginning of love is the will to let those we love be perfectly themselves, the resolution not to twist them to fit our own image. If in loving them we do not love what they are, but only their potential likeness to ourselves, then we do not love them: we only love the reflection of ourselves we find in them"
1523,Alice Walker,3578,['inspirational'],The most common way people give up their power is by thinking they don't have any.
1524,"J. M. Barrie,",3577,"['barrie', 'belief', 'fantasy', 'flying', 'imagination', 'kensington-gardens', 'london', 'magic', 'neverland', 'park', 'peter-pan', 'scotland', 'self-confidence']","The moment you doubt whether you can fly, you cease for ever to be able to do it."
1525,James Baldwin,3575,['3575 likes'],"You think your pain and your heartbreak are unprecedented in the history of the world, but then you read."
1526,"Cormac McCarthy,",3570,['luck'],You never know what worse luck your bad luck has saved you from.
1527,"Neil Gaiman,",3570,['3570 likes'],"There are so many fragile things, after all. People break so easily, and so do dreams and hearts."
1528,Henry Miller,3569,['henry-miller'],The one thing we can never get enough of is love. And the one thing we never give enough of is love.
1529,"Fyodor Dostoevsky,",3568,"['god', 'grief', 'night']","The darker the night, the brighter the stars"
1530,"Deborah Reber,",3565,"['acceptance', 'letting-go', 'love', 'moving-on']",Letting go doesn't mean that you don't care about someone anymore. It's just realizing that the only person you really have control over is yourself.
1531,Ralph Waldo Emerson,3565,"['helping-others', 'make-a-difference', 'purpose', 'purpose-of-life']","The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate, to have it make some difference that you have lived and lived well."
1532,"F. Scott Fitzgerald,",3564,['smiling'],"He smiled understandingly-much more than understandingly. It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life. It faced--or seemed to face--the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favor. It understood you just as far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey."
1533,"W.G. Sebald,",3562,['3562 likes'],It is thanks to my evening reading alone that I am still more or less sane.
1534,"J.K. Rowling,",3556,['humor'],"He was my mum and dad's best friend. He's a convicted murderer, but he's broken out of wizard prison and he's on the run. He likes to keep in touch with me, though...keep up with my news...check if I'm happy..."
1535,Groucho Marx,3555,"['books', 'humor', 'reading']","From the moment I picked up your book until I put it down, I was convulsed with laughter. Some day I intend reading it."
1536,"Nicholas Sparks,",3553,['3553 likes'],"It's possible to go on, no matter how impossible it seems, and that in time, the grief . . . lessens. It may not go away completely, but after a while it's not so overwhelming."
1537,Ralph Waldo Emerson,3553,"['dark', 'stars']","When it is dark enough, you can see the stars."
1538,Henry David Thoreau,3544,['3544 likes'],"I went to the woods because I wished to live deliberately, to front only the essential facts of life, and see if I could not learn what it had to teach, and not, when I came to die, discover that I had not lived. I did not wish to live what was not life, living is so dear; nor did I wish to practise resignation, unless it was quite necessary. I wanted to live deep and suck out all the marrow of life, to live so sturdily and Spartan-like as to put to rout all that was not life, to cut a broad swath and shave close, to drive life into a corner, and reduce it to its lowest terms..."
1539,"Chuck Palahniuk,",3543,"['future', 'life', 'past']",You realize that our mistrust of the future makes it hard to give up the past.
1540,"Mark Twain,",3542,['travel'],"Travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts. Broad, wholesome, charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all one's lifetime."
1541,David Byrne,3542,['love'],Sometimes it's a form of love just to talk to somebody that you have nothing in common with and still be fascinated by their presence.
1542,Steve Maraboli,3541,"['destiny', 'happiness', 'history', 'inspirational', 'let-go', 'letting-go', 'life', 'motivational', 'moving-on', 'success']","Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny."
1543,Vincent Van Gogh,3539,['3539 likes'],Be clearly aware of the stars and infinity on high. Then life seems almost enchanted after all.
1544,Will Rogers,3539,"['enterprise', 'humor', 'inertia', 'inspirational']","Even if you are on the right track, you’ll get run over if you just sit there."
1545,Bob Marley,3538,['awesome'],love the life you live
1546,"Jane Austen,",3538,['romance'],"I can listen no longer in silence. I must speak to you by such means as are within my reach. You pierce my soul. I am half agony, half hope. Tell me not that I am too late, that such precious feelings are gone for ever. I offer myself to you again with a heart even more your own than when you almost broke it, eight years and a half ago. Dare not say that man forgets sooner than woman, that his love has an earlier death. I have loved none but you. Unjust I may have been, weak and resentful I have been, but never inconstant. You alone have brought me to Bath. For you alone, I think and plan. Have you not seen this? Can you fail to have understood my wishes? I had not waited even these ten days, could I have read your feelings, as I think you must have penetrated mine. I can hardly write. I am every instant hearing something which overpowers me. You sink your voice, but I can distinguish the tones of that voice when they would be lost on others. Too good, too excellent creature! You do us justice, indeed. You do believe that there is true attachment and constancy among men. Believe it to be most fervent, most undeviating, in F. W"
1547,"Diana Gabaldon,",3537,"['claire-fraser', 'historical-fiction', 'romance', 'scotland', 'time-travel']","I stood still, vision blurring, and in that moment, I heard my heart break. It was a small, clean sound, like the snapping of a flower's stem."
1548,George Carlin,3534,"['america', 'dream', 'funny', 'humor', 'wealth']","That's why they call it the American Dream, because you have to be asleep to believe it."
1549,Sara Henderson,3531,['3531 likes'],"Don't wait for a light to appear at the end of the tunnel, stride down there and light the bloody thing yourself."
1550,"Douglas Adams,",3531,['life'],"A learning experience is one of those things that says, 'You know that thing you just did? Don't do that."
1551,"C.S. Lewis,",3528,"['books', 'cry', 'crying', 'decisions']","Crying is all right in its way while it lasts. But you have to stop sooner or later, and then you still have to decide what to do."
1552,"Hunter S. Thompson,",3524,"['alone', 'birth', 'death', 'growing-up', 'growth', 'life', 'lonely', 'love', 'self-respect']","We are all alone, born alone, die alone, and—in spite of True Romance magazines—we shall all someday look back on our lives and see that, in spite of our company, we were alone the whole way. I do not say lonely—at least, not all the time—but essentially, and finally, alone. This is what makes your self-respect so important, and I don't see how you can respect yourself if you must look in the hearts and minds of others for your happiness."
1553,Rick Riordan,3523,"['percy-jackson', 'rachel-elizabeth-dare']","I nodded, looking at Rachel with respect. ""You hit the Lord of the Titans in the eye with a blue plastic hairbrush."
1554,"Charles Dickens,",3522,"['growth', 'heart', 'life', 'suffering']","Suffering has been stronger than all other teaching, and has taught me to understand what your heart used to be. I have been bent and broken, but - I hope - into a better shape."
1555,"F. Scott Fitzgerald,",3521,"['affection', 'amity', 'love']","I wasn't actually in love, but I felt a sort of tender curiosity."
1556,"Zora Neale Hurston,",3521,['inspiration'],There are years that ask questions and years that answer.
1557,"Annie Dillard,",3519,"['books', 'literature', 'reading', 'words']","She read books as one would breathe air, to fill up and live."
1558,Virginia Woolf,3519,"['honesty', 'lies', 'stories', 'truth']",If you do not tell the truth about yourself you cannot tell it about other people.
1559,L. Frank Baum,3518,['3518 likes'],Never give up... No one knows what's going to happen next.
1560,"Patrick Rothfuss,",3517,"['description', 'language', 'power-of-words', 'words']","Words are pale shadows of forgotten names. As names have power, words have power. Words can light fires in the minds of men. Words can wring tears from the hardest hearts."
1561,"William Wordsworth,",3517,"['finale-of-middlemarch', 'tintern-abbey']","The best portion of a good man's life: his little, nameless unremembered acts of kindness and love."
1562,"Cassandra Clare,",3516,"['clary-fray', 'humor', 'irony', 'jace-wayland', 'jesus']","What are all these?"" Clary asked"
1563,"John Guare,",3515,"['future', 'hope']",It's amazing how a little tomorrow can make up for a whole lot of yesterday.
1564,"Rick Riordan,",3515,"['death', 'greek', 'humor', 'mythology', 'percy-jackson', 'sorry']","Don't feel bad, I'm usually about to die."
1565,Johann Wolfgang von Goethe,3515,['inspiration'],"If you treat an individual as he is, he will remain how he is. But if you treat him as if he were what he ought to be and could be, he will become what he ought to be and could be."
1566,Lisa Schroeder,3514,"['heartbreak', 'life', 'love']","Was it hard?"" I ask"
1567,"Markus Zusak,",3513,"['children', 'love']",A DEFINITION NOT FOUN
1568,"Jay McInerney,",3512,"['family', 'friendship', 'humor']",The capacity for friendship is God's way of apologizing for our families.
1569,"Tamora Pierce,",3509,"['humor', 'obedience']","Every now and then I like to do as I'm told, just to confuse people."
1570,"John Green,",3509,['life-pattern'],"Did you know that for pretty much the entire history of the human species, the average life span was less than thirty years? You could count on ten years or so of real adulthood, right? There was no planning for retirement, There was no planning for a career. There was no planning. No time for plannning. No time for a future. But then the life spans started getting longer, and people started having more and more future. And now life has become the future. Every moment of your life is lived for the future--you go to high school so you can go to college so you can get a good job so you can get a nice house so you can afford to send your kids to college so they can get a good job so they can get a nice house so they can afford to send their kids to college."
1571,"Harper Lee,",3509,"['brotherhood-of-man', 'people', 'scout']",I think there's just one kind of folks. Folks.
1572,"Becca Fitzpatrick,",3506,"['humor', 'nora', 'patch']",You possess other people's...bodies.
1573,"Victor Hugo,",3505,['music'],Music expresses that which cannot be said and on which it is impossible to be silent.
1574,C. JoyBell C.,3499,"['forgetting', 'forgiving', 'inspirational-life', 'inspirational-quotes', 'letting-go', 'life', 'life-and-living', 'moving-on', 'people']","You will find that it is necessary to let things go; simply for the reason that they are heavy. So let them go, let go of them. I tie no weights to my ankles."
1575,أحمد خالد توفيق,3499,['3499 likes'],"أتمنى أن أبكي و أرتجف , التصق بواحد من الكبار , لكن الحقيقة القاسية هي أنك الكبار! .. أنت من يجب أن يمنح القوة و الأمن للآخرين!"
1576,"Benjamin Franklin,",3497,['secrets'],"Three may keep a secret, if two of them are dead."
1577,"William Shakespeare,",3496,['ferocity'],"Though she be but little, she is fierce!"
1578,Truman Capote,3496,"['experience', 'failure', 'metaphor', 'success', 'wisdom']",Failure is the condiment that gives success its flavor.
1579,"Noël Coward,",3494,"['deceit', 'honesty', 'hypocrisy', 'morality', 'shock', 'top-8']",It's discouraging to think how many people are shocked by honesty and how few by deceit.
1580,"Stephen King,",3494,"['bravery', 'positive-thinking', 'self-empowerment', 'writing']","you can, you should, and if you’re brave enough to start, you will."
1581,"Thomas Mann,",3494,"['authors', 'creative-process', 'struggle', 'writers', 'writing']",A writer is someone for whom writing is more difficult than it is for other people.
1582,Madonna,3492,"['feminism', 'humor', 'women']","I'm tough, I'm ambitious, and I know exactly what I want. If that makes me a bitch, okay."
1583,"Markus Zusak,",3492,"['hope', 'inspirational', 'life', 'philosophy']",Maybe everyone can live beyond what they're capable of.
1584,"Neil Gaiman,",3487,['3487 likes'],"She says nothing at all, but simply stares upward into the dark sky and watches, with sad eyes, the slow dance of the infinite stars."
1585,"Dan Brown,",3484,['knowledge'],Great minds are always feared by lesser minds.
1586,Marilyn Monroe,3482,['3482 likes'],If I'd observed all the rules I'd never have got anywhere.
1587,Mark Twain,3480,"['animals', 'dogs']",If you pick up a starving dog and make him prosperous he will not bite you. This is the principal difference between a dog and man.
1588,"A.A. Milne,",3479,"['patience', 'perseverance']",Rivers know this: there is no hurry. We shall get there some day.
1589,Bob Marley,3478,"['peace', 'soul', 'wealth', 'wisdom']","Don't Gain The World & Lose Your Soul, Wisdom Is Better Than Silver Or Gold."
1590,Edward Albee,3477,['3477 likes'],"You're alive only once, as far as we know, and what could be worse than getting to the end of your life and realizing you hadn't lived it?"
1591,Gilda Radner,3476,['3476 likes'],"I wanted a perfect ending. Now I've learned, the hard way, that some poems don't rhyme, and some stories don't have a clear beginning, middle, and end."
1592,Golda Meir,3476,"['funny', 'golda', 'meir', 'true']",Don't be so humble - you are not that great.
1593,"Suzanne Collins,",3474,['humor'],"Yes, frosting. The final defense of the dying."
1594,"Jay Asher,",3473,"['care', 'impact', 'life', 'reach-out', 'think']","No one knows for certain how much impact they have on the lives of other people. Oftentimes, we have no clue. Yet we push it just the same."
1595,Thomas Jefferson,3473,"['inspiration', 'motivation']",Do you want to know who you are? Don't ask. Act! Action will delineate and define you.
1596,"John Green,",3472,['3472 likes'],"You gave me a forever within the numbered days, and I'm grateful."
1597,Kurt Vonnegut,3471,['fact'],"Hello babies. Welcome to Earth. It's hot in the summer and cold in the winter. It's round and wet and crowded. On the outside, babies, you've got a hundred years here. There's only one rule that I know of, babies-""God damn it, you've got to be kind."
1598,Dr. Seuss,3470,['dr-seuss'],"If things start happening, don't worry, don't stew, just go right along and you'll start happening too."
1599,Dr. Seuss,3466,"['humor', 'rythmic', 'thoughtful']",Today was good. Today was fun. Tomorrow is another one.
1600,"Anne Frank,",3465,['3465 likes'],"I've found that there is always some beauty left -- in nature, sunshine, freedom, in yourself; these can all help you."
1601,"Rick Riordan,",3465,"['annabeth-chase', 'athena', 'percy-jackson', 'poseidon']",What if it lines up like it did in the Trojan War ... Athena versus Poseidon?
1602,"Karen Marie Moning,",3464,"['kiss', 'love']","One day you will kiss a man you can't breathe without, and find that breath is of little consequence."
1603,"Douglas Adams,",3464,['philosophy'],"Let's think the unthinkable, let's do the undoable. Let us prepare to grapple with the ineffable itself, and see if we may not eff it after all."
1604,"Roy T. Bennett,",3463,"['focus', 'future', 'happiness', 'happy', 'inspiration', 'inspirational', 'inspirational-quotes', 'letting-go-of-the-past', 'life', 'life-and-living', 'life-quotes', 'live', 'living', 'living-in-the-present', 'living-life', 'living-life-to-the-fullest', 'living-now', 'worry']","If you want to be happy, do not dwell in the past, do not worry about the future, focus on living fully in the present."
1605,"George R.R. Martin,",3463,"['forcasting', 'mottos', 'winter']",Winter is coming.
1606,"William Shakespeare,",3462,['dramatist-quotes'],Cowards die many times before their deaths
1607,"Veronica Roth,",3460,['chivalry'],"You think my first instinct is to protect you. Because you're small, or a girl, or a Stiff. But you're wrong."
1608,Cassandra Clare,3460,['humor'],"So when the moon's only partly full, you only feel a little wolfy?"
1609,"Jane Austen,",3460,"['elizabeth-bennet', 'forgiveness', 'injury', 'mortification', 'pride']","I could easily forgive his pride, if he had not mortified mine."
1610,Walt Whitman,3452,['poetry'],What is that you express in your eyes? It seems to me more than all the print I have read in my life.
1611,Charles Bukowski,3451,['3451 likes'],Real loneliness is not necessarily limited to when you are alone.
1612,"Cassandra Clare,",3450,"['devotion', 'love', 'love-at-first-sight', 'true-love']","I could not tell you if I loved you the first moment I saw you, or if it was the second or third or fourth. But I remember the first moment I looked at you walking toward me and realized that somehow the rest of the world seemed to vanish when I was with you."
1613,Anne Lamott,3448,"['grief', 'loss', 'recovery']","You will lose someone you can’t live without,and your heart will be badly broken, and the bad news is that you never completely get over the loss of your beloved. But this is also the good news. They live forever in your broken heart that doesn’t seal back up. And you come through. It’s like having a broken leg that never heals perfectly—that still hurts when the weather gets cold, but you learn to dance with the limp."
1614,Voltaire,3447,"['double-standards', 'ethics', 'governments', 'humor', 'irony', 'killing', 'law', 'mankind', 'morality', 'murder', 'nationalism', 'nations', 'war']",It is forbidden to kill; therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets.
1615,Rumi,3443,['love'],"When I am with you, we stay up all night"
1616,Patricia Highsmith,3439,"['conversations', 'distractions', 'imagination', 'quiet', 'solitude']",My imagination functions much better when I don't have to speak to people.
1617,Jane Goodall,3439,['inspiration'],"What you do makes a difference, and you have to decide what kind of difference you want to make."
1618,Abraham Lincoln,3438,['3438 likes'],"America will never be destroyed from the outside. If we falter and lose our freedoms, it will be because we destroyed ourselves."
1619,"Douglas Adams,",3435,"['humor', 'philosophy', 'science-fiction']",Time is an illusion. Lunchtime doubly so.
1620,"Jojo Moyes,",3434,['3434 likes'],You only get one life. It's actually your duty to live it as fully as possible.
1621,"Suzanne Collins,",3434,['3434 likes'],"Peeta, you said at the interview you’d had a crush on me forever. When did forever start"
1622,"John Green,",3433,['3433 likes'],"I didn’t need you, you idiot. I picked you. And then you picked me back."
1623,"Joshua Slocum,",3432,"['alone', 'books', 'friends', 'solitude']","I had already found that it was not good to be alone, and so made companionship with what there was around me, sometimes with the universe and sometimes with my own insignificant self; but my books were always my friends, let fail all else."
1624,Eckhart Tolle,3431,"['education', 'inspirational', 'life', 'philosophy', 'truth', 'wisdom']",The past has no power over the present moment.
1625,Anne Lamott,3430,['3430 likes'],Lighthouses don’t go running all over an island looking for boats to save; they just stand there shining.
1626,"Douglas Adams,",3427,"['design', 'foolproof', 'ingenuity']",A common mistake that people make when trying to design something completely foolproof is to underestimate the ingenuity of complete fools.
1627,Charles Bukowski,3426,['3426 likes'],"Some lose all mind and become soul,insane"
